Point,x/c,Cp,Surface
P001,0.0,-5.360351795701972,Upper
P002,0.0035626000000000004,-4.002039743450963,Upper
P003,0.0133331,-4.070938181617632,Upper
P004,0.0366108,-2.2940048162311317,Upper
P005,0.072922,-1.8488969178236394,Upper
P006,0.1135604,-1.493543561205801,Upper
P007,0.1559135,-1.2373733044052608,Upper
P008,0.1991328,-1.0438046749331402,Upper
P009,0.2428443,-0.8691264779757686,Upper
P010,0.2868627,-0.7064088899651252,Upper
P011,0.33105179999999995,-0.5438912007112516,Upper
P012,0.3753128,-0.4570351908947596,Upper
P013,0.4195991,-0.3727778649162753,Upper
P014,0.4638793,-0.3251686443455936,Upper
P015,0.508156,-0.28758767807286517,Upper
P016,0.552486,-0.2738279803152084,Upper
P017,0.5969223,-0.27419446136928644,Upper
P018,0.6413685,-0.27586028434236837,Upper
P019,0.6857899999999999,-0.2748607905585192,Upper
P020,0.7302401000000001,-0.2739279296935933,Upper
P021,0.7747356999999999,-0.276360031234293,Upper
P022,0.8193114,-0.2762933983153697,Upper
P023,0.8638589,-0.2662984604768781,Upper
P024,0.908108,-0.2674312200985738,Upper
P025,1.0,-0.21475789768972298,Upper
P026,0.0,-5.36884749286469,Lower
P027,0.0043123,-0.21679020171688293,Lower
P028,0.0147147,1.0184841657422947,Lower
P029,0.039247899999999995,0.9998935813627005,Lower
P030,0.07795060000000001,0.8075243444311986,Lower
P031,0.120143,0.6662292398543889,Lower
P032,0.1632276,0.5554520121444403,Lower
P033,0.2067013,0.4883193463292383,Lower
P034,0.2503792,0.4294491624605227,Lower
P035,0.2941554,0.3782750807274457,Lower
P036,0.3379772,0.33403082256238953,Lower
P037,0.3818675,0.29548367896527356,Lower
P038,0.42575270000000004,0.25833582666554644,Lower
P039,0.46962780000000004,0.22778463333922375,Lower
P040,0.5135062,0.19903252882382955,Lower
P041,0.5573662,0.17194624728151728,Lower
P042,0.6012075,0.1470588520636732,Lower
P043,0.6450502,0.12540315341360803,Lower
P044,0.688901,0.1065127208988589,Lower
P045,0.7328011,0.0891215290598835,Lower
P046,0.7767783,0.07406248938322281,Lower
P047,0.8207965,0.05793732300378968,Lower
P048,0.8647978000000001,0.04067939700266084,Lower
P049,1.0,-0.21475789768972298,Lower
