Point,x/c,Cp,Surface
P001,0.0,-5.861997020767447,Upper
P002,0.0035626000000000004,-4.025877794488238,Upper
P003,0.0133331,-3.345695508176369,Upper
P004,0.0366108,-2.4108532907090643,Upper
P005,0.072922,-1.9452969157896003,Upper
P006,0.1135604,-1.6106679575230158,Upper
P007,0.1559135,-1.3717510003386975,Upper
P008,0.1991328,-1.205575163976901,Upper
P009,0.2428443,-1.0589377774912088,Upper
P010,0.2868627,-0.9247099470079067,Upper
P011,0.33105179999999995,-0.7796897632991215,Upper
P012,0.3753128,-0.7019980217309648,Upper
P013,0.4195991,-0.5927213198056605,Upper
P014,0.4638793,-0.5006067697985556,Upper
P015,0.508156,-0.3946964899802825,Upper
P016,0.552486,-0.3076645772720289,Upper
P017,0.5969223,-0.25040239731419045,Upper
P018,0.6413685,-0.2116225348067206,Upper
P019,0.6857899999999999,-0.19023585318557976,Upper
P020,0.7302401000000001,-0.1763741150978033,Upper
P021,0.7747356999999999,-0.1728096681609465,Upper
P022,0.8193114,-0.16980629157526161,Upper
P023,0.8638589,-0.1572317148813501,Upper
P024,0.908108,-0.15079590791202532,Upper
P025,1.0,-0.11033283435103976,Upper
P026,0.0,-5.875297688504052,Lower
P027,0.0043123,-0.1916220269943574,Lower
P028,0.0147147,1.0174185715044877,Lower
P029,0.039247899999999995,0.981807106274224,Lower
P030,0.07795060000000001,0.7872147068324858,Lower
P031,0.120143,0.6460230031669913,Lower
P032,0.1632276,0.538462516433507,Lower
P033,0.2067013,0.47360938466569563,Lower
P034,0.2503792,0.41713930402715865,Lower
P035,0.2941554,0.36849120416672415,Lower
P036,0.3379772,0.3268069774884821,Lower
P037,0.3818675,0.29079946259856754,Lower
P038,0.42575270000000004,0.2577953242943379,Lower
P039,0.46962780000000004,0.22970880259743842,Lower
P040,0.5135062,0.20436162437979005,Lower
P041,0.5573662,0.18076366549226586,Lower
P042,0.6012075,0.15987204594568846,Lower
P043,0.6450502,0.14218182781462138,Lower
P044,0.688901,0.12759399868415186,Lower
P045,0.7328011,0.11498641785193615,Lower
P046,0.7767783,0.1053822136054053,Lower
P047,0.8207965,0.0950189141778772,Lower
P048,0.8647978000000001,0.08485363958017446,Lower
P049,1.0,-0.11033283435103976,Lower
