Point,x/c,Cp,Surface
P001,0.0,1.030519944722937,Upper
P002,0.0035626000000000004,0.6069311931202438,Upper
P003,0.0133331,0.3497244050467056,Upper
P004,0.0366108,-0.0328141301579707,Upper
P005,0.072922,-0.24734301680581489,Upper
P006,0.1135604,-0.3286621607885637,Upper
P007,0.1559135,-0.359653283715536,Upper
P008,0.1991328,-0.3935742396923272,Upper
P009,0.2428443,-0.3984572947753585,Upper
P010,0.2868627,-0.38947247342258084,Upper
P011,0.33105179999999995,-0.35870922639948327,Upper
P012,0.3753128,-0.38458941833954946,Upper
P013,0.4195991,-0.35727686357512745,Upper
P014,0.4638793,-0.34331132603765774,Upper
P015,0.508156,-0.3045073149778353,Upper
P016,0.552486,-0.2688610128717064,Upper
P017,0.5969223,-0.2328891737600421,Upper
P018,0.6413685,-0.21433356444452292,Upper
P019,0.6857899999999999,-0.20346062845963978,Upper
P020,0.7302401000000001,-0.1919691721642393,Upper
P021,0.7747356999999999,-0.19496411261516522,Upper
P022,0.8193114,-0.020899475755374198,Upper
P023,0.8638589,0.09574043332796808,Upper
P024,0.908108,0.12891265419202777,Upper
P025,1.0,0.12660134145272625,Upper
P026,0.0,1.0373887755397346,Lower
P027,0.0043123,0.1679119874551715,Lower
P028,0.0147147,-0.14704506540035087,Lower
P029,0.039247899999999995,-0.19844735857439424,Lower
P030,0.07795060000000001,-0.20316764515465788,Lower
P031,0.120143,-0.18370053222363955,Lower
P032,0.1632276,-0.16882349107067068,Lower
P033,0.2067013,-0.15716926627250252,Lower
P034,0.2503792,-0.14642654508983355,Lower
P035,0.2941554,-0.1362372368165748,Lower
P036,0.3379772,-0.12650368035106563,Lower
P037,0.3818675,-0.11732353679496667,Lower
P038,0.42575270000000004,-0.11123599479145425,Lower
P039,0.46962780000000004,-0.09909346448498296,Lower
P040,0.5135062,-0.08835074330231397,Lower
P041,0.5573662,-0.07591522969086079,Lower
P042,0.6012075,-0.062047353255051736,Lower
P043,0.6450502,-0.04528219746997743,Lower
P044,0.688901,-0.027052125159993706,Lower
P045,0.7328011,-0.009049928753884776,Lower
P046,0.7767783,0.008984821352777691,Lower
P047,0.8207965,0.022852697788586736,Lower
P048,0.8647978000000001,0.032390932050774646,Lower
P049,1.0,0.12660134145272625,Lower
