Point,x/c,Cp,Surface
P001,0.0,-1.2360338510585847,Upper
P002,0.0035626000000000004,-0.5763526790453446,Upper
P003,0.0133331,-0.710241873802254,Upper
P004,0.0366108,-0.721284619429537,Upper
P005,0.072922,-0.7307217432890548,Upper
P006,0.1135604,-0.689237719656591,Upper
P007,0.1559135,-0.6719363259141417,Upper
P008,0.1991328,-0.6856660304180929,Upper
P009,0.2428443,-0.6872716521858582,Upper
P010,0.2868627,-0.6808491651147973,Upper
P011,0.33105179999999995,-0.6527016324921382,Upper
P012,0.3753128,-0.6841914798150432,Upper
P013,0.4195991,-0.6651533931401132,Upper
P014,0.4638793,-0.6717397191670683,Upper
P015,0.508156,-0.6529637748215693,Upper
P016,0.552486,-0.6427402239737583,Upper
P017,0.5969223,-0.6370386283086329,Upper
P018,0.6413685,-0.6304195344904989,Upper
P019,0.6857899999999999,-0.6230140136840717,Upper
P020,0.7302401000000001,-0.6158050996247179,Upper
P021,0.7747356999999999,-0.6026979831531653,Upper
P022,0.8193114,-0.5856914995313258,Upper
P023,0.8638589,-0.5622952966296045,Upper
P024,0.908108,-0.5358844569394261,Upper
P025,1.0,-0.40894203391243966,Upper
P026,0.0,-1.2293819894492717,Lower
P027,0.0043123,0.8022538314325529,Lower
P028,0.0147147,1.0751112285790982,Lower
P029,0.039247899999999995,0.8962318565335846,Lower
P030,0.07795060000000001,0.7085379486609521,Lower
P031,0.120143,0.5775978551101422,Lower
P032,0.1632276,0.4817520659119141,Lower
P033,0.2067013,0.4184446933543153,Lower
P034,0.2503792,0.3631654296355424,Lower
P035,0.2941554,0.31355499379071594,Lower
P036,0.3379772,0.2691546367433317,Lower
P037,0.3818675,0.22993159070221067,Lower
P038,0.42575270000000004,0.19028256337576419,Lower
P039,0.46962780000000004,0.15764584336159834,Lower
P040,0.5135062,0.1254678724239368,Lower
P041,0.5573662,0.09417463184810508,Lower
P042,0.6012075,0.06448701304003857,Lower
P043,0.6450502,0.03850215463518562,Lower
P044,0.688901,0.014155685789276758,Lower
P045,0.7328011,-0.008781768035940211,Lower
P046,0.7767783,-0.029753154390424294,Lower
P047,0.8207965,-0.0526250726332835,Lower
P048,0.8647978000000001,-0.07726645159980229,Lower
P049,1.0,-0.40894203391243966,Lower
