Point,x/c,Cp,Surface
P001,0.0,-5.077056153222616,Upper
P002,0.0035626000000000004,-2.8805003977426455,Upper
P003,0.0133331,-3.3421362309313043,Upper
P004,0.0366108,-2.019171014062412,Upper
P005,0.072922,-1.8188384826786546,Upper
P006,0.1135604,-1.545173524672983,Upper
P007,0.1559135,-1.3505360652516398,Upper
P008,0.1991328,-1.213184329687525,Upper
P009,0.2428443,-1.090840783765538,Upper
P010,0.2868627,-0.977910856793189,Upper
P011,0.33105179999999995,-0.8609273786005331,Upper
P012,0.3753128,-0.8048476699824043,Upper
P013,0.4195991,-0.7239441476928099,Upper
P014,0.4638793,-0.6447826474152482,Upper
P015,0.508156,-0.5558055231083484,Upper
P016,0.552486,-0.46743140642099845,Upper
P017,0.5969223,-0.3887724124930615,Upper
P018,0.6413685,-0.3191585328583711,Upper
P019,0.6857899999999999,-0.24730012486202324,Upper
P020,0.7302401000000001,-0.1825438066070394,Upper
P021,0.7747356999999999,-0.12978063989643432,Upper
P022,0.8193114,-0.08053501763320291,Upper
P023,0.8638589,-0.03413693135117877,Upper
P024,0.908108,-0.006331580005272608,Upper
P025,1.0,0.035309446166969995,Upper
P026,0.0,-5.088680800110603,Lower
P027,0.0043123,0.1828788108401226,Lower
P028,0.0147147,1.0623654239534654,Lower
P029,0.039247899999999995,0.9426349110495272,Lower
P030,0.07795060000000001,0.7348652856913225,Lower
P031,0.120143,0.5934934993302091,Lower
P032,0.1632276,0.49312623109848036,Lower
P033,0.2067013,0.43125094924801205,Lower
P034,0.2503792,0.3800623024328981,Lower
P035,0.2941554,0.3360092457824564,Lower
P036,0.3379772,0.2992592814132286,Lower
P037,0.3818675,0.26807038731318206,Lower
P038,0.42575270000000004,0.2389585194582514,Lower
P039,0.46962780000000004,0.21627873287851831,Lower
P040,0.5135062,0.19574297339051772,Lower
P041,0.5573662,0.17765274480402457,Lower
P042,0.6012075,0.1623095509288137,Lower
P043,0.6450502,0.15055090234759314,Lower
P044,0.688901,0.14237679906036288,Lower
P045,0.7328011,0.13678222836787332,Lower
P046,0.7767783,0.13487270423929906,Lower
P047,0.8207965,0.1344371987362909,Lower
P048,0.8647978000000001,0.1348057033926824,Lower
P049,1.0,0.035309446166969995,Lower
