Point,x/c,Cp,Surface
P001,0.0,-4.6862534124547714,Upper
P002,0.0035626000000000004,-2.6677630872617324,Upper
P003,0.0133331,-2.9891751997271974,Upper
P004,0.0366108,-2.301276682214034,Upper
P005,0.072922,-1.7263421325304176,Upper
P006,0.1135604,-1.4850293620756452,Upper
P007,0.1559135,-1.3043721211451125,Upper
P008,0.1991328,-1.177430867235236,Upper
P009,0.2428443,-1.0617500030481546,Upper
P010,0.2868627,-0.9576895991854685,Upper
P011,0.33105179999999995,-0.8436126858600642,Upper
P012,0.3753128,-0.7932355353269802,Upper
P013,0.4195991,-0.7153948179990572,Upper
P014,0.4638793,-0.6459993929632301,Upper
P015,0.508156,-0.5550324655223983,Upper
P016,0.552486,-0.4710378142762037,Upper
P017,0.5969223,-0.39709240618378233,Upper
P018,0.6413685,-0.3265185682699883,Upper
P019,0.6857899999999999,-0.25479905116928214,Upper
P020,0.7302401000000001,-0.18726944652356925,Upper
P021,0.7747356999999999,-0.1313930358933066,Upper
P022,0.8193114,-0.07698964136050251,Upper
P023,0.8638589,-0.024910338892577558,Upper
P024,0.908108,0.007888819544167137,Upper
P025,1.0,0.05712029089033881,Upper
P026,0.0,-4.690934330275583,Lower
P027,0.0043123,0.29165718729680157,Lower
P028,0.0147147,1.0523881674065287,Lower
P029,0.039247899999999995,0.9096692744083184,Lower
P030,0.07795060000000001,0.7019085372845474,Lower
P031,0.120143,0.560171655017976,Lower
P032,0.1632276,0.466258695382227,Lower
P033,0.2067013,0.4069779808822822,Lower
P034,0.2503792,0.35823751490193007,Lower
P035,0.2941554,0.31653479249832456,Lower
P036,0.3379772,0.28157521045197387,Lower
P037,0.3818675,0.252474959104403,Lower
P038,0.42575270000000004,0.22582973458592975,Lower
P039,0.46962780000000004,0.20419276479881576,Lower
P040,0.5135062,0.18517449029607258,Lower
P041,0.5573662,0.16870944369559096,Lower
P042,0.6012075,0.15499402714369873,Lower
P043,0.6450502,0.14484658291676175,Lower
P044,0.688901,0.13816890994161612,Lower
P045,0.7328011,0.13424086701505986,Lower
P046,0.7767783,0.1340771985597867,Lower
P047,0.8207965,0.1353865462019721,Lower
P048,0.8647978000000001,0.1381361762505615,Lower
P049,1.0,0.05712029089033881,Lower
