Point,x/c,Cp,Surface
P001,0.0,-1.4875858228635797,Upper
P002,0.0035626000000000004,-0.959290550479487,Upper
P003,0.0133331,-1.2343456594628959,Upper
P004,0.0366108,-1.2355798383414291,Upper
P005,0.072922,-1.19655310083105,Upper
P006,0.1135604,-1.126405041870086,Upper
P007,0.1559135,-1.0723680207018682,Upper
P008,0.1991328,-1.057691298903093,Upper
P009,0.2428443,-1.0097584597557299,Upper
P010,0.2868627,-0.956355206119732,Upper
P011,0.33105179999999995,-0.8944461250776259,Upper
P012,0.3753128,-0.8724977547512759,Upper
P013,0.4195991,-0.8187609392562151,Upper
P014,0.4638793,-0.7767655012001744,Upper
P015,0.508156,-0.7244630016990848,Upper
P016,0.552486,-0.6783313965906621,Upper
P017,0.5969223,-0.642273359625944,Upper
P018,0.6413685,-0.6084501871169485,Upper
P019,0.6857899999999999,-0.5808312651865263,Upper
P020,0.7302401000000001,-0.5461074756580605,Upper
P021,0.7747356999999999,-0.5198895135357031,Upper
P022,0.8193114,-0.4845319564750175,Upper
P023,0.8638589,-0.44637247979820216,Upper
P024,0.908108,-0.41638526866843206,Upper
P025,1.0,-0.30327444226014455,Upper
P026,0.0,-1.4828158882789777,Lower
P027,0.0043123,0.6834682492202333,Lower
P028,0.0147147,1.0764708315683442,Lower
P029,0.039247899999999995,0.9235660753738321,Lower
P030,0.07795060000000001,0.7351703373750094,Lower
P031,0.120143,0.6038803896477845,Lower
P032,0.1632276,0.5048125175060523,Lower
P033,0.2067013,0.4423697374894453,Lower
P034,0.2503792,0.3877323049749142,Lower
P035,0.2941554,0.33933247922486254,Lower
P036,0.3379772,0.2968700545661336,Lower
P037,0.3818675,0.25937770160744433,Lower
P038,0.42575270000000004,0.22251911618097492,Lower
P039,0.46962780000000004,0.19216498700623544,Lower
P040,0.5135062,0.16287825578049778,Lower
P041,0.5573662,0.13492577199101238,Lower
P042,0.6012075,0.10887459079818651,Lower
P043,0.6450502,0.08669272717049226,Lower
P044,0.688901,0.06687915274214581,Lower
P045,0.7328011,0.04839982575005166,Lower
P046,0.7767783,0.03242221270093054,Lower
P047,0.8207965,0.01527713314508867,Lower
P048,0.8647978000000001,-0.003302262404724407,Lower
P049,1.0,-0.30327444226014455,Lower
