Point,x/c,Cp,Surface
P001,0.0,-2.2665355281393493,Upper
P002,0.0035626000000000004,-1.5127675929685527,Upper
P003,0.0133331,-2.1738307361125964,Upper
P004,0.0366108,-1.7548264029190683,Upper
P005,0.072922,-1.5584202044267308,Upper
P006,0.1135604,-1.3881726190691888,Upper
P007,0.1559135,-1.2409512778850782,Upper
P008,0.1991328,-1.1374498098638361,Upper
P009,0.2428443,-1.007956344078084,Upper
P010,0.2868627,-0.9028220454280458,Upper
P011,0.33105179999999995,-0.7954884238902413,Upper
P012,0.3753128,-0.7517352276533158,Upper
P013,0.4195991,-0.6864220025014696,Upper
P014,0.4638793,-0.641602467894718,Upper
P015,0.508156,-0.5848532727755372,Upper
P016,0.552486,-0.5428328763895791,Upper
P017,0.5969223,-0.5056110026678381,Upper
P018,0.6413685,-0.4690555904272385,Upper
P019,0.6857899999999999,-0.444996330958038,Upper
P020,0.7302401000000001,-0.4157386719359355,Upper
P021,0.7747356999999999,-0.3961447043903816,Upper
P022,0.8193114,-0.3708858142551268,Upper
P023,0.8638589,-0.33946215541931507,Upper
P024,0.908108,-0.32016809554027476,Upper
P025,1.0,-0.24519117891187986,Upper
P026,0.0,-2.2659690358803792,Lower
P027,0.0043123,0.4618911295049697,Lower
P028,0.0147147,1.0674713543440009,Lower
P029,0.039247899999999995,0.9592380098066559,Lower
P030,0.07795060000000001,0.7710959336804702,Lower
P031,0.120143,0.6366706529342724,Lower
P032,0.1632276,0.5345354309493701,Lower
P033,0.2067013,0.46928885194563796,Lower
P034,0.2503792,0.41313947215948443,Lower
P035,0.2941554,0.36388796870314327,Lower
P036,0.3379772,0.32083455702141606,Lower
P037,0.3818675,0.2829128987444768,Lower
P038,0.42575270000000004,0.24532447120810813,Lower
P039,0.46962780000000004,0.21580022759354908,Lower
P040,0.5135062,0.18660921471956063,Lower
P041,0.5573662,0.15935094014088197,Lower
P042,0.6012075,0.1337588192650565,Lower
P043,0.6450502,0.1123320826463641,Lower
P044,0.688901,0.0933379304338374,Lower
P045,0.7328011,0.07584331655387858,Lower
P046,0.7767783,0.06091457937631373,Lower
P047,0.8207965,0.045186088421379327,Lower
P048,0.8647978000000001,0.028891105207474836,Lower
P049,1.0,-0.24519117891187986,Lower
