Point,x/c,Cp,Surface
P001,0.0,-4.761046594785898,Upper
P002,0.0035626000000000004,-3.4370531685236556,Upper
P003,0.0133331,-3.773157813025232,Upper
P004,0.0366108,-2.131233823797054,Upper
P005,0.072922,-1.875671147193866,Upper
P006,0.1135604,-1.5824030445996116,Upper
P007,0.1559135,-1.3712327966654487,Upper
P008,0.1991328,-1.2260387682222382,Upper
P009,0.2428443,-1.0998133166823476,Upper
P010,0.2868627,-0.9834859532647822,Upper
P011,0.33105179999999995,-0.8610012507477102,Upper
P012,0.3753128,-0.8000568352520535,Upper
P013,0.4195991,-0.7116361216241888,Upper
P014,0.4638793,-0.63605974977379,Upper
P015,0.508156,-0.5423092963877499,Upper
P016,0.552486,-0.45223338407722213,Upper
P017,0.5969223,-0.37420731817648184,Upper
P018,0.6413685,-0.3041593099261779,Upper
P019,0.6857899999999999,-0.23550166856931104,Upper
P020,0.7302401000000001,-0.17498760473114677,Upper
P021,0.7747356999999999,-0.12817858598543327,Upper
P022,0.8193114,-0.08782484210210602,Upper
P023,0.8638589,-0.04753730616608527,Upper
P024,0.908108,-0.026450074948956917,Upper
P025,1.0,0.007084250361798224,Upper
P026,0.0,-4.769521212041133,Lower
P027,0.0043123,0.03194533457539853,Lower
P028,0.0147147,1.0454565919436902,Lower
P029,0.039247899999999995,0.9542551445289513,Lower
P030,0.07795060000000001,0.7521222814021291,Lower
P031,0.120143,0.6120924728488278,Lower
P032,0.1632276,0.5069542525260653,Lower
P033,0.2067013,0.44495050987350426,Lower
P034,0.2503792,0.39224898381751,Lower
P035,0.2941554,0.34719447567541944,Lower
P036,0.3379772,0.30899249007955426,Lower
P037,0.3818675,0.2765505958993568,Lower
P038,0.42575270000000004,0.24702185140064647,Lower
P039,0.46962780000000004,0.22252491089723203,Lower
P040,0.5135062,0.20110663994357106,Lower
P041,0.5573662,0.18147598356718625,Lower
P042,0.6012075,0.16492399674055488,Lower
P043,0.6450502,0.1516824072792498,Lower
P044,0.688901,0.1420822549198036,Lower
P045,0.7328011,0.13496490058435215,Lower
P046,0.7767783,0.13158829527171934,Lower
P047,0.8207965,0.12923791314233768,Lower
P048,0.8647978000000001,0.12768202638063433,Lower
P049,1.0,0.007084250361798224,Lower
