Point,x/c,Cp,Surface
P001,0.0,-1.1996557412035782,Upper
P002,0.0035626000000000004,-0.5052000424904534,Upper
P003,0.0133331,-0.5909211255732708,Upper
P004,0.0366108,-0.6008926238025418,Upper
P005,0.072922,-0.6046108095829479,Upper
P006,0.1135604,-0.5682401923127935,Upper
P007,0.1559135,-0.549784470166414,Upper
P008,0.1991328,-0.5622910950641437,Upper
P009,0.2428443,-0.5628319220867481,Upper
P010,0.2868627,-0.5603982004850278,Upper
P011,0.33105179999999995,-0.5355539591341324,Upper
P012,0.3753128,-0.5649614284882535,Upper
P013,0.4195991,-0.5660430825334626,Upper
P014,0.4638793,-0.583417150634633,Upper
P015,0.508156,-0.584194589479627,Upper
P016,0.552486,-0.582470703345075,Upper
P017,0.5969223,-0.5872705431706903,Upper
P018,0.6413685,-0.5878113701932948,Upper
P019,0.6857899999999999,-0.591664762729352,Upper
P020,0.7302401000000001,-0.5911239357067475,Upper
P021,0.7747356999999999,-0.5943688978423747,Upper
P022,0.8193114,-0.587135336415039,Upper
P023,0.8638589,-0.5724654034268913,Upper
P024,0.908108,-0.5544491032363781,Upper
P025,1.0,-0.4546327158769301,Upper
P026,0.0,-1.1962755723123,Lower
P027,0.0043123,0.8320285725881513,Lower
P028,0.0147147,1.0847299989001165,Lower
P029,0.039247899999999995,0.9024036889045653,Lower
P030,0.07795060000000001,0.7145677036162307,Lower
P031,0.120143,0.5788201209424946,Lower
P032,0.1632276,0.485324649409737,Lower
P033,0.2067013,0.4196479678521998,Lower
P034,0.2503792,0.3623879068339455,Lower
P035,0.2941554,0.31094173630868993,Lower
P036,0.3379772,0.2643630089868751,Lower
P037,0.3818675,0.22298974175762884,Lower
P038,0.42575270000000004,0.1817516812840337,Lower
P039,0.46962780000000004,0.14629370961452443,Lower
P040,0.5135062,0.11181598692348585,Lower
P041,0.5573662,0.07828471152200521,Lower
P042,0.6012075,0.04613930536594867,Lower
P043,0.6450502,0.017914895123774942,Lower
P044,0.688901,-0.009160257695364167,Lower
P045,0.7328011,-0.03464673113560248,Lower
P046,0.7767783,-0.05786849141868434,Lower
P047,0.8207965,-0.08349017161457378,Lower
P048,0.8647978000000001,-0.11063292781153844,Lower
P049,1.0,-0.4546327158769301,Lower
