Point,x/c,Cp,Surface
P001,0.0,1.0071369218899258,Upper
P002,0.0035626000000000004,0.15642874642573387,Upper
P003,0.0133331,-0.1156702779955478,Upper
P004,0.0366108,-0.42414583273910617,Upper
P005,0.072922,-0.549836572143182,Upper
P006,0.1135604,-0.5727128666771204,Upper
P007,0.1559135,-0.5680409473708936,Upper
P008,0.1991328,-0.5701674761585555,Upper
P009,0.2428443,-0.5512542580016232,Upper
P010,0.2868627,-0.5267991769435116,Upper
P011,0.33105179999999995,-0.47866229802280175,Upper
P012,0.3753128,-0.48616958904591107,Upper
P013,0.4195991,-0.4512751848483684,Upper
P014,0.4638793,-0.4378716094594693,Upper
P015,0.508156,-0.3889936674763924,Upper
P016,0.552486,-0.3549047666075095,Upper
P017,0.5969223,-0.3250689233139504,Upper
P018,0.6413685,-0.31321191431607803,Upper
P019,0.6857899999999999,-0.3093132782053646,Upper
P020,0.7302401000000001,-0.278124189319657,Upper
P021,0.7747356999999999,-0.06840334266979053,Upper
P022,0.8193114,0.00225540932024745,Upper
P023,0.8638589,0.045108186404949006,Upper
P024,0.908108,0.07845602421146489,Upper
P025,1.0,0.12604516086868606,Upper
P026,0.0,1.0133554075871793,Lower
P027,0.0043123,0.8157493310003564,Lower
P028,0.0147147,0.3539381626131177,Lower
P029,0.039247899999999995,0.14064088118400173,Lower
P030,0.07795060000000001,0.0410162294953572,Lower
P031,0.120143,0.01275917272597129,Lower
P032,0.1632276,-0.006734007827595958,Lower
P033,0.2067013,-0.017978834295686818,Lower
P034,0.2503792,-0.023488477063719874,Lower
P035,0.2941554,-0.026291628647455993,Lower
P036,0.3379772,-0.027387113174433323,Lower
P037,0.3818675,-0.027032691709823014,Lower
P038,0.42575270000000004,-0.028418157435117875,Lower
P039,0.46962780000000004,-0.024068439460354932,Lower
P040,0.5135062,-0.0188809980237858,Lower
P041,0.5573662,-0.012694732459678506,Lower
P042,0.6012075,-0.004124177042738195,Lower
P043,0.6450502,0.009053857414136193,Lower
P044,0.688901,0.024712842123282775,Lower
P045,0.7328011,0.04227281468806649,Lower
P046,0.7767783,0.062088196573097665,Lower
P047,0.8207965,0.0800025906024917,Lower
P048,0.8647978000000001,0.0947271914503929,Lower
P049,1.0,0.12604516086868606,Lower
