Point,x/c,Cp,Surface
P001,0.0,-1.3354157968644877,Upper
P002,0.0035626000000000004,-0.816340458363229,Upper
P003,0.0133331,-1.0119793824342902,Upper
P004,0.0366108,-1.0288037860852934,Upper
P005,0.072922,-1.015956059660891,Upper
P006,0.1135604,-0.9659926791215476,Upper
P007,0.1559135,-0.9228950148195835,Upper
P008,0.1991328,-0.9282992172044513,Upper
P009,0.2428443,-0.8979813019384008,Upper
P010,0.2868627,-0.872081916924129,Upper
P011,0.33105179999999995,-0.8166803453056736,Upper
P012,0.3753128,-0.8178699496042293,Upper
P013,0.4195991,-0.7899312429352904,Upper
P014,0.4638793,-0.7694700490001307,Upper
P015,0.508156,-0.7300431636765674,Upper
P016,0.552486,-0.6997592371047614,Upper
P017,0.5969223,-0.6701210957235999,Upper
P018,0.6413685,-0.645275360230906,Upper
P019,0.6857899999999999,-0.6228428220295683,Upper
P020,0.7302401000000001,-0.594870126666385,Upper
P021,0.7747356999999999,-0.5681210242960019,Upper
P022,0.8193114,-0.5378031090299513,Upper
P023,0.8638589,-0.5014012174941442,Upper
P024,0.908108,-0.47189903088996055,Upper
P025,1.0,-0.3540602279444482,Upper
P026,0.0,-1.3295697414544423,Lower
P027,0.0043123,0.7482611037915933,Lower
P028,0.0147147,1.0885219218727942,Lower
P029,0.039247899999999995,0.9223511957116723,Lower
P030,0.07795060000000001,0.732422372273679,Lower
P031,0.120143,0.5988468038929857,Lower
P032,0.1632276,0.5014012174941442,Lower
P033,0.2067013,0.43852213314190946,Lower
P034,0.2503792,0.383120561523454,Lower
P035,0.2941554,0.33397290964597753,Lower
P036,0.3379772,0.2902294601533688,Lower
P037,0.3818675,0.25175425826865006,Lower
P038,0.42575270000000004,0.21307512421846458,Lower
P039,0.46962780000000004,0.18190749159630284,Lower
P040,0.5135062,0.1512157006935634,Lower
P041,0.5573662,0.12164553670089086,Lower
P042,0.6012075,0.09377480742044086,Lower
P043,0.6450502,0.07008468753205839,Lower
P044,0.688901,0.04833192321560961,Lower
P045,0.7328011,0.027700785809227732,Lower
P046,0.7767783,0.009482845694201885,Lower
P047,0.8207965,-0.010298574356068714,Lower
P048,0.8647978000000001,-0.031099655233672852,Lower
P049,1.0,-0.3540602279444482,Lower
