Point,x/c,Cp,Surface
P001,0.0,-5.528845969612969,Upper
P002,0.0035626000000000004,-4.024268946301809,Upper
P003,0.0133331,-3.7694867532922167,Upper
P004,0.0366108,-2.3611768654079746,Upper
P005,0.072922,-1.907017078178584,Upper
P006,0.1135604,-1.5595868149836865,Upper
P007,0.1559135,-1.315793420071358,Upper
P008,0.1991328,-1.1375051060322339,Upper
P009,0.2428443,-0.9786281419254004,Upper
P010,0.2868627,-0.831200584219308,Upper
P011,0.33105179999999995,-0.6700534791881898,Upper
P012,0.3753128,-0.571154296312824,Upper
P013,0.4195991,-0.4601805957677114,Upper
P014,0.4638793,-0.3686840463411006,Upper
P015,0.508156,-0.2955789284605076,Upper
P016,0.552486,-0.2567891291890318,Upper
P017,0.5969223,-0.24083234153282673,Upper
P018,0.6413685,-0.23527214129798416,Upper
P019,0.6857899999999999,-0.23076476004252003,Upper
P020,0.7302401000000001,-0.22563226751804996,Upper
P021,0.7747356999999999,-0.22717859539401208,Upper
P022,0.8193114,-0.22586257166978901,Upper
P023,0.8638589,-0.21391965637246438,Upper
P024,0.908108,-0.21500537594494842,Upper
P025,1.0,-0.1668389076383831,Upper
P026,0.0,-5.540361177199921,Lower
P027,0.0043123,-0.21724261627612773,Lower
P028,0.0147147,1.0182733566176212,Lower
P029,0.039247899999999995,0.9933347070435936,Lower
P030,0.07795060000000001,0.7990896053482645,Lower
P031,0.120143,0.6591304822771381,Lower
P032,0.1632276,0.548584489442398,Lower
P033,0.2067013,0.4834084145002491,Lower
P034,0.2503792,0.42550337063443283,Lower
P035,0.2941554,0.37579057445190533,Lower
P036,0.3379772,0.33272369807670443,Lower
P037,0.3818675,0.29524992252945176,Lower
P038,0.42575270000000004,0.2599804867202728,Lower
P039,0.46962780000000004,0.23102796478736465,Lower
P040,0.5135062,0.2038520748821577,Lower
P041,0.5573662,0.17832121463222964,Lower
P042,0.6012075,0.15525789886521985,Lower
P043,0.6450502,0.1356491453742957,Lower
P044,0.688901,0.1186066381456066,Lower
P045,0.7328011,0.10337366353772427,Lower
P046,0.7767783,0.09083853756449926,Lower
P047,0.8207965,0.07705318905326233,Lower
P048,0.8647978000000001,0.0625111269005971,Lower
P049,1.0,-0.1668389076383831,Lower
